chart_name,bench_name,bench_detail,prod_id,prod_name,prod_detail,vga_vendor,vga_clock_mhz,vga_mem_gb,vga_n_gpus,vga_overclock,vga_multi,vga_emul,score
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7249","Nvidia GeForce GTX 670 2GB Reference","GTX 670, 2GB GDDR5, 915 Mhz ","Nvidia",915,2,1,0,0,0,16.8
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7377","KFA2 GeForce GTX 960 EX OC 2GB","GTX 960, 2GB GDDR5, 1203 MHz+","KFA2",1203,2,1,1,0,0,16.8
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7375","Galax GeForce GTX 960 EX OC 2GB","GTX 960, 2GB GDDR5, 1203 MHz+","Galax",1203,2,1,1,0,0,16.8
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7471","Gigabyte GeForce GTX 960 OC 2GB mini","GTX 960, 2GB GDDR5, 1175 MHz+","Gigabyte",1175,2,1,1,0,0,16.6
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7244","Nvidia GeForce GTX 760 2GB Reference","GTX 760, 2GB GDDR5, 980 Mhz ","Nvidia",980,2,1,0,0,0,16.2
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7343","PNY GeForce GTX 760 XLR8 Design 2GB ","GTX 760, 2GB GDDR5, 980 Mhz ","PNY",980,2,1,0,0,0,16.1
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7378","Nvidia GeForce GTX 960 2GB","GTX 960, 2GB GDDR5, 1113 MHz+ (*emul)","Nvidia",1113,2,1,1,0,1,16
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7310","HIS Radeon HD 7870 IceQ X Turbo 2GB","HD 7870, 2GB GDDR5,  1100 MHz","HIS",1100,2,1,0,0,0,15.5
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7472","Gigabyte GeForce GTX 960 OC 2GB mini HTPC mod","GTX 960, 2GB GDDR5, 1175 MHz+","Gigabyte",1175,2,1,1,0,0,15.4
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7300","HIS null","R9 270X, 2GB GDDR5,  975 MHz ","HIS",975,2,1,0,0,0,15.3
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7301","HIS null","R9 270X, 2GB GDDR5,  1050 MHz","HIS",1050,2,1,0,0,0,15.1
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7204","AMD Radeon R9 270X Reference 2GB","R9 270X, 2GB GDDR5,  1050 MHz","AMD",1050,2,1,0,0,0,15
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7218","AMD Radeon HD 7870 Reference 2GB","HD 7870, 2GB GDDR5,  1000 MHz","AMD",1000,2,1,0,0,0,14.3
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7205","AMD Radeon R9 270 Reference 2GB","R9 270X, 2GB GDDR5,  925 MHz (*emul.)","AMD",925,2,1,0,0,0,14.2
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7299","HIS Radeon R9 270 iCooler Boost Clock 2GB","R9 270X, 2GB GDDR5,  925 MHz ","HIS",925,2,1,0,0,0,14.1
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7247","Nvidia Quadro K5000 4GB","Quadro K5000, 4GB GDDR5, 797 MHz ","Nvidia",797,4,1,0,0,0,14
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7248","Nvidia GeForce GTX 660 Ti 2GB Reference","GTX 660 Ti, 2GB GDDR5, 915 Mhz  (*emul)","Nvidia",915,2,1,0,0,1,13.8
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7253","Nvidia GeForce GTX 660 2GB  Reference","GTX 660, 2GB GDDR5, 980 Mhz  (*emul)","Nvidia",980,2,1,0,0,1,13.1
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7341","Gainward GeForce GTX 750 Ti Golden Sample OC 2GB","GTX 750 Ti, 2GB GDDR5, 1202 Mhz ","Gainward",1202,2,1,0,0,0,13
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7390","HIS Radeon R7 260X iCooler 2GB Crossfire","R7 260X, 2GB GDDR5,  1000 MHz Crossfire","HIS",1000,2,1,0,1,0,13
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7206","AMD Radeon R7 265 Reference 2GB","R7 265, 2GB GDDR5,  925 MHz (*emul.)","AMD",925,2,1,0,0,0,12.8
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7333","Asus GeForce GTX 750 Ti StriX OC 2GB","GTX 750 Ti, 2GB GDDR5, 1124 Mhz ","Asus",1124,2,1,0,0,0,12.6
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7337","Gigabyte GeForce GTX 750 Ti Windforce OC 2GB  ","GTX 750 Ti, 2GB GDDR5, 1033 Mhz ","Gigabyte",1033,2,1,0,0,0,12.5
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7332","MSI GeForce GTX 750 Ti Gaming OC 2GB","GTX 750 Ti, 2GB GDDR5, 1085 Mhz ","MSI",1085,2,1,0,0,0,12.5
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7335","Zotac GeForce GTX 750 Ti 2GB  ","GTX 750 Ti, 2GB GDDR5, 1033 Mhz ","Zotac",1033,2,1,0,0,0,12.5
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7391","HIS Radeon R7 250X  iCooler 1GB Crossfire","R7 250X, 1GB GDDR5,  1000 MHz  Crossfire","HIS",1000,1,1,0,1,0,12.4
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7322","KFA2 GeForce GTX 750 Ti 2GB  Reference","GTX 750 Ti, 2GB GDDR5, 1072 Mhz ","KFA2",1072,2,1,0,0,0,12.1
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7323","Galaxy GeForce GTX 750 Ti 2GB  Reference","GTX 750 Ti, 2GB GDDR5, 1072 Mhz ","Galaxy",1072,2,1,0,0,0,12.1
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7220","AMD Radeon HD 7850 Reference 2GB","HD 7850, 2GB GDDR5, 860 MHz","AMD",860,2,1,0,0,0,11.9
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7245","Nvidia GeForce GTX 750 Ti 2GB Reference","GTX 750 Ti, 2GB GDDR5, 1020 Mhz ","Nvidia",1020,2,1,0,0,0,11.6
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7336","PNY GeForce GTX 750 Ti 2GB  ","GTX 750 Ti, 2GB GDDR5, 1020 Mhz ","PNY",1020,2,1,0,0,0,11.6
"All 2015 VGA Charts","03 Unigine Heaven 2160p","Tessellation Moderate, no AA, 3840 x 2160","7360","eVGA GeForce GTX 750 Superclocked 2GB ","GTX 750, 2GB GDDR5, 1215 MHz ","eVGA",1215,2,1,0,0,0,10.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7395","Gigabyte GeForce GTX 980 Gaming G1  4GB  SLI","GTX 980, 4GB GDDR5, 1228 MHz+ SLI","Gigabyte",1228,4,1,1,1,0,145.4
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7401","Gigabyte GeForce GTX 780 Ti OC Windforce 3GB SLI","GTX 780 Ti, 3GB GDDR5, 1020 MHz+ SLI","Gigabyte",1020,3,1,1,1,0,140.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7399","Gigabyte GeForce GTX Titan Black Windforce 6GB OC SLI","GTX Titan, 6GB GDDR5, 1056 MHz+ SLI","Gigabyte",1056,6,1,1,1,0,138.6
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7396","Gigabyte GeForce GTX 970 Gaming G1 4GB SLI","GTX 970, 4GB GDDR5, 1178 MHz+ SLI","Gigabyte",1178,4,1,1,1,0,127.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7275","HIS Radeon R9 295X2 Reference 2x 4GB","R9 295X, 2x 4GB GDDR5, 1018 MHz","HIS",1018,4,2,0,0,0,115
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7213","AMD Radeon R9 295X2 Reference 2x 4GB","R9 295X, 2x 4GB GDDR5, 1018 MHz","AMD",1018,4,2,0,0,0,114.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7475","eVGA GeForce GTX Titan X 12GB Superclocked","GTX Titan X, 12 GB GDDR5. 1127 MHz+","eVGA",1127,12,1,1,0,0,109.6
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7364","Galax GeForce GTX 980 HOF 4GB","GTX 980, 4GB GDDR5, 1304 MHz ","Galax",1304,4,1,0,0,0,105.6
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7264","Nvidia GeForce GTX Titan Z 12GB ","GTX Titan Z, 11GB GDDR5, 706 MHz ","Nvidia",706,11,1,0,0,0,104
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7363","Zotac GeForce GTX 980 Amp! Extreme Edition 4GB","GTX 980, 4GB GDDR5, 1291 MHz ","Zotac",1291,4,1,0,0,0,102.4
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7400","MSI GeForce GTX 780 Lightning OC 3GB SLI","GTX 780, 3GB GDDR5, 980 MHz+ SLI","MSI",980,3,1,1,1,0,101.4
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7474","Gigabyte GeForce GTX Titan X 12GB","GTX Titan X, 12 GB GDDR5. 1000 MHz+","Gigabyte",1000,12,1,1,0,0,100.9
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7465","Nvidia GeForce GTX Titan X 12GB","GTX Titan X, 12 GB GDDR5. 1000 MHz+","Nvidia",1000,12,1,1,0,0,100.9
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7464","Nvidia Quadro M6000","Quadro M6000, 12 GB GDDR5. 988 MHz+","Nvidia",988,12,1,1,0,0,100.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7473","PNY Quadro M6000","Quadro M6000, 12 GB GDDR5. 988 MHz+","PNY",988,12,1,1,0,0,100.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7344","Gigabyte GeForce GTX 980 Gaming G1  4GB ","GTX 980, 4GB GDDR5, 1228 MHz ","Gigabyte",1228,4,1,0,0,0,98.9
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7355","Galax GeForce GTX 980 SOC G1  4GB ","GTX 980, 4GB GDDR5, 1228 MHz ","Galax",1228,4,1,0,0,0,97.7
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7272","PowerColor Radeon R9 290X2 Devil13 2x 4GB","R9 290X2, 2x 4GB GDDR5, 1000 MHz","PowerColor",1000,4,2,0,0,0,96.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7387","Sapphire Radeon R9 280X VaporX Tri-X 3GB Crossfire","R9 280X, 3GB GDDR5,  1100 MHz Crossfire","Sapphire",1100,3,1,0,1,0,96.7
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7354","Palit GeForce GTX 980 Super JetStream 4GB ","GTX 980, 4GB GDDR5, 1203 MHz ","Palit",1203,4,1,0,0,0,95.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7351","Zotac GeForce GTX 980 Amp! Omega Edition 4GB ","GTX 980, 4GB GDDR5, 1203 MHz ","Zotac",1203,4,1,0,0,0,95.1
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7321","Gigabyte GeForce GTX Titan Black Windforce 6GB OC","GTX Titan, 6GB GDDR5, 1056 MHz ","Gigabyte",1056,6,1,0,0,0,94.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7350","MSI GeForce GTX 980 Gaming 4G 4GB","GTX 980, 4GB GDDR5, 1216 MHz ","MSI",1216,4,1,0,0,0,94.1
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7349","Asus GeForce GTX 980 STRIX DCII OC 4GB ","GTX 980, 4GB GDDR5, 1178MHz ","Asus",1178,4,1,0,0,0,93.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7328","Gigabyte GeForce GTX 780 Ti OC Windforce 3GB","GTX 780 Ti, 3GB GDDR5, 1020 MHz ","Gigabyte",1020,3,1,0,0,0,92.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7302","Gigabyte Radeon R9 285 Windforce OC 2GB Crossfire","R9 285, 2GB GDDR5, 973 MHz","Gigabyte",973,2,1,0,0,0,91.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7320","Gigabyte GeForce GTX Titan Black Windforce 6GB ","GTX Titan, 6GB GDDR5, 1006 MHz ","Gigabyte",1006,6,1,0,0,0,91.4
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7265","Nvidia GeForce GTX 980 4GB Reference","GTX 980, 4GB GDDR5, 1127 MHz ","Nvidia",1127,4,1,0,0,0,90.6
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7263","Nvidia GeForce GTX Titan Black GHz Edition 6GB ","GTX Titan Black, 6GB GDDR5, 1006 MHz ","Nvidia",1006,6,1,0,0,0,90.2
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7296","HIS Radeon R9 290X IceQ Water Cooled 4GB","R9 290X, 4GB GDDR5,  1100 MHz","HIS",1100,4,1,0,0,0,89
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7386","HIS Radeon R9 285 IceQ X² OC 2GB Crossfire","R9 285, 2GB GDDR5, 938 MHz Crossfire","HIS",938,2,1,0,1,0,88.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7397","MSI GeForce GTX 770 Twin Frozr Gaming 2GB  SLI","GTX 770, 2GB GDDR5, 1137 MHz+ SLI","MSI",1137,2,1,1,1,0,87.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7368","Galax GeForce GTX 970 Hall Of Fame 4GB ","GTX 970, 4GB GDDR5, 1228 MHz ","Galax",1228,4,1,0,0,0,87
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7345","Gigabyte GeForce GTX 970 Gaming G1 OC 4GB","GTX 970, 4GB GDDR5, 1178 MHz ","Gigabyte",1178,4,1,0,0,0,86.6
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7356","Inno3D GeForce GTX 970 iChill Ultra 4GB ","GTX 970, 4GB GDDR5, 1178 MHz ","Inno3D",1178,4,1,0,0,0,86.6
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7294","MSI Radeon R9 290X Lightning 4GB","R9 290X, 4GB GDDR5,  1080 MHz","MSI",1080,4,1,0,0,0,86.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7477","Asus GeForce GTX 970 Strix DCII OC 4GB ","GTX 970, 4GB GDDR5, 1114 MHz+","Asus",1114,4,1,1,0,0,86.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7362","Zotac GeForce GTX 970 Amp! Extreme Edition 4GB","GTX 970, 4GB GDDR5, 1203 MHz ","Zotac",1203,4,1,0,0,0,85.9
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7225","AMD Radeon HD 7990 Reference 2x 3GB","HD 7990 2x 4GB GDDR5, 1000 MHz","AMD",1000,4,2,0,0,0,85.9
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7352","Palit GeForce GTX 970 JetStream 4GB","GTX 970, 4GB GDDR5, 1152 MHz ","Palit",1152,4,1,0,0,0,85.9
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7293","HIS null","R9 290X, 4GB GDDR5,  1060 MHz","HIS",1060,4,1,0,0,0,84.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7292","PowerColor Radeon R9 290X PCS  4GB","R9 290X, 4GB GDDR5,  1050 MHz","PowerColor",1050,4,1,0,0,0,84.7
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7291","MSI Radeon R9 290X Gaming OC 4GB","R9 290X, 4GB GDDR5,  1040 MHz","MSI",1040,4,1,0,0,0,84.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7295","Sapphire Radeon R9 290X TriX OC 4GB","R9 290X, 4GB GDDR5,  1040 MHz","Sapphire",1040,4,1,0,0,0,84.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7289","Gigabyte Radeon R9 290X Windforce OC 4GB","R9 290X, 4GB GDDR5,  1040 MHz","Gigabyte",1040,4,1,0,0,0,84.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7290","Asus Radeon R9 290X DirectCU II OC 4GB","R9 290X, 4GB GDDR5,  1050 MHz","Asus",1050,4,1,0,0,0,84.4
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7252","Nvidia GeForce GTX Titan Black 6GB Reference","GTX Titan Black, 6GB GDDR5, 1006 MHz ","Nvidia",1006,6,1,0,0,0,83.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7361","MSI GeForce GTX 970 Gaming 4G 4GB","GTX 970, 4GB GDDR5, 1140 MHz ","MSI",1140,4,1,0,0,0,83.6
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7347","Gigabyte GeForce GTX 970 Windforce 3X 4GB","GTX 970, 4GB GDDR5, 1114 MHz ","Gigabyte",1114,4,1,0,0,0,82.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7366","Galax Geforce GTX 970 OC (mini-ITX)","GTX 970, 4GB GDDR5, 1127 MHz ","Galax",1127,4,1,0,0,0,81.9
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7353","Galax GeForce GTX 970 EXOC 4GB","GTX 970, 4GB GDDR5, 1127 MHz ","Galax",1127,4,1,0,0,0,81.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7393","Gigabyte GeForce GTX 960 Gaming G1 2GB SLI","GTX 960, 2GB GDDR5, 1241 MHz+ SLI","Gigabyte",1241,2,1,1,1,0,81.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7239","Nvidia GeForce GTX 780 Ti 3GB Reference","GTX 780 Ti, 3GB GDDR5, 876 MHz ","Nvidia",876,3,1,0,0,0,81.2
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7476","Gigabyte Geforce GTX 970 mini OC (mini-ITX)","GTX 970, 4GB GDDR5, 1076 MHz+","Gigabyte",1076,4,1,1,0,0,80.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7273","HIS Radeon R9 290X Fan 4GB Uber  Mode","R9 290X, 4GB GDDR5,  1000 MHz","HIS",1000,4,1,0,0,0,79.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7200","AMD Radeon R9 290X Reference 4GB Uber  Mode","R9 290X, 4GB GDDR5,  1000 MHz","AMD",1000,4,1,0,0,0,79.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7199","AMD Radeon R9 290X Reference 4GB Quiet  Mode","R9 290X, 4GB GDDR5,  1000 MHz","AMD",1000,4,1,0,0,0,79.6
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7271","Sapphire Radeon R9 290 Tri-X 4GB","R9 290, 4GB GDDR5,  1000 MHz","Sapphire",1000,4,1,0,0,0,79.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7266","Nvidia GeForce GTX 970 4GB Reference","GTX 980, 4GB GDDR5, 1050 MHz  (*emul)","Nvidia",1050,4,1,0,0,1,79.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7270","Sapphire Radeon R9 290 VaporX Tri-X 4GB","R9 290, 4GB GDDR5,  1030 MHz","Sapphire",1030,4,1,0,0,0,79.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7280","Gigabyte Radeon R9 290 Windforce OC 4GB","R9 290, 4GB GDDR5,  1040 MHz","Gigabyte",1040,4,1,0,0,0,79.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7274","HIS Radeon R9 290 Fan 4GB Uber  Mode","R9 290, 4GB GDDR5,  947 MHz","HIS",947,4,1,0,0,0,77.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7202","AMD Radeon R9 290 Reference 4GB Uber  Mode","R9 290, 4GB GDDR5,  947 MHz","AMD",947,4,1,0,0,0,77.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7201","AMD Radeon R9 290 Reference 4GB Quiet  Mode","R9 290, 4GB GDDR5,  947 MHz","AMD",947,4,1,0,0,0,77.1
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7326","Gigabyte GeForce GTX 780 Windforce GHz Edition 3GB","GTX 780, 3GB GDDR5, 1020 MHz ","Gigabyte",1020,3,1,0,0,0,76.9
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7325","Galaxy GeForce GTX 780 Hall of Fame 3GB","GTX 780, 3GB GDDR5, 1020 MHz ","Galaxy",1020,3,1,0,0,0,76.7
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7324","KFA2 GeForce GTX 780 Hall of Fame 3GB","GTX 780, 3GB GDDR5, 1020 MHz ","KFA2",1020,3,1,0,0,0,76.7
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7251","Nvidia GeForce GTX 690 2x 2GB Reference","GTX 690, 2x 2GB GDDR5, 915 MHz ","Nvidia",915,2,2,0,0,0,76.1
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7211","AMD FirePro W9100 16GB","W9100, 16 GB GDDR5, 930 MHz","AMD",930,16,1,0,0,0,75.8
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7367","Galax Geforce GTX 970 OC (modified 125W for HTPC)","GTX 970, 4GB GDDR5, 1050 MHz ","Galax",1050,4,1,0,0,0,74.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7478","Zotac Geforce GTX 970 (Reference Cooler)","GTX 970, 4GB GDDR5, 1050 MHz+","Zotac",1050,4,1,1,0,0,74.3
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7242","Nvidia Quadro K6000 12GB","Quadro K6000, 12GB GDDR5, 797 MHz ","Nvidia",797,12,1,0,0,0,74.2
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7240","Nvidia GeForce GTX Titan 6GB Reference","GTX Titan, 6GB GDDR5, 837 MHz ","Nvidia",837,6,1,0,0,0,70.5
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7329","Gigabyte GeForce GTX 780 OC Windforce 3GB Rev. 01","GTX 780, 3GB GDDR5, 1006 MHz ","Gigabyte",1006,3,1,0,0,0,69.2
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7331","Gigabyte GeForce GTX 780 OC Windforce 3GB Rev. 02","GTX 780, 3GB GDDR5, 1006 MHz ","Gigabyte",1006,3,1,0,0,0,69.1
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7327","MSI GeForce GTX 780 Lightning OC 3GB","GTX 780, 3GB GDDR5, 980 MHz ","MSI",980,3,1,0,0,0,69
"All 2015 VGA Charts","04 Metro Last Light 1080p","Tessellation normal, SSAA Off, 1920 x 1080","7330","MSI GeForce GTX 780 TwinFrozr OC 3GB","GTX 780, 3GB GDDR5, 947 MHz ","MSI",947,3,1,0,0,0,68.7
